IssueID,Issue,Participant ID,If get critized,If critized others,Comments,"1 (not at all specific to VA systems, e.g., generic paper-writing issues) to 7 (extremely specific to VA systems)",Do you think this problem is related to others?
13,Novel data processing algorithms,16,N,N,Personally I think this is more interesting.,,
14,Unclear justifications of algorithms/models,16,N,Y,,,
15,Missing details and insufficient explanations of visual designs,16,Y,Y,,,
16,Unclear novelty of visual design,16,Y,Y,"Balanced with other factors, e.g., any novelties in other components in the VA sytem. ",,
17,Unclear rationale and insufficient justifications of visual designs,16,N,Y,"This is hard. Working with users to validate needs much time and effort. I usually use heuristics approaches and compare the design with alternatives, which are subjective in general. VA systems have many views, which are hard to be validated one by one.",,
18,Problematic visual designs,16,Y,Y,,,
19,Missing discussions about alternative designs,16,N,Y,,,
20,Over-complicated visual designs,16,N,Y,,,
21,Lacking workflow overviews or system demonstration,16,N,Y,,,
22,Uncertainty/stability/sensibility,16,N,N,,,
23,Scalability,16,Y,Y,,,
24,Generalizability,16,N,Y,,,
25,Usability,16,Y,Y,The KDD conference offers two tracks: data science and application track. Maybe we can borrow the idea to promote deployed VA systems. Such systems might not require much novelty but should discuss the insights learned during deployment.,,
26,Evaluations are incomplete and insufficient,16,Y,Y,"Both evaluation and reviewing the evaluation are subjective. We should encourage actual deployment and collect more user feedback. Many evaluation methods just demo the system to experts. Instead, we should let users real try out the system.",,
27,Unclear evaluation methods and protocols,16,N,N,,,
28,Lacking realism,16,N,N,,,
29,Lacking comparison with baseline approaches,16,N,Y,,,
30,Lacking quantitative evaluation and feedback,16,N,Y,,,
31,Insights are suspicious or not new,16,N,N,These criticisms do not make much sense to me.,,
32,Unclear interpretation of expert feedback,16,N,N,,,
33,Insufficient discussions on limitations and implications,16,Y,Y,,,
34,Various presentation issues,16,Y,Y,,,
35,Ethics,16,N,N,,,
36,Open-source,16,Y,Y,Industry setting is harder to open-source due to IP policies in different companies,,
1,Lacking arcs of coherence and consistency,17,N,Y,Writign or design issues,1,
2,Unclear relevance to visual analytics,17,N,Y,,7,
3,Unclear/over-claimed contributions,17,N,Y,,1,
4,Unclear contributions to the visualization community,17,N,Y,,5,
5,Unclear novelty of VA systems,17,N,Y,,7,
6,Missing related work,17,Y,Y,,1,
7,Inadequate discussion about related work,17,Y,Y,[clarity] can be seperated to two items: introducing others' works and discussing the authors' work with others,1,
8,Unclear domain experts or target users,17,Y,Y,,4,
9,Unclear methodology and methods for problem abstraction,17,Y,Y,"[clarity] ""problem abstraction"" is fuzzy, it can be put into the solution part.",4,
10,"Insufficient abstraction (e.g., data and task abstraction)",17,Y,Y,"[clarity] ""abstraction"" is fuzzy. provide examples to explain the objective of ""abstraction"".",5,
11,Unclear definitions and explanations of data,17,N,Y,[comment] most of the papers are designed for common type data. Data abstraction is not required.,1,similar to 10
12,Missing technical details,17,Y,Y,,1,
13,Novel data processing algorithms,17,N,N,"[comment] If the algorithm is strongly related to visual analytics, then it should be discussed and treated as a contribution.",1,
14,Unclear justifications of algorithms/models,17,Y,Y,,1,
15,Missing details and insufficient explanations of visual designs,17,N,Y,,7,
16,Unclear novelty of visual design,17,Y,Y,"[comment] Not important! The goal of VA system is solve the problem. ""Novel visualization"" may not work in real-world scenarios.",7,
17,Unclear rationale and insufficient justifications of visual designs,17,Y,Y,,7,
18,Problematic visual designs,17,Y,Y,[comment] The trade-off in making the design choice cannot be fully presented in the paper.,7,
19,Missing discussions about alternative designs,17,N,Y,"[comment] In some cases, the alternative designs are trivial.",7,It is a subset of 17.
20,Over-complicated visual designs,17,N,Y,"[comment] The elements in recent VA systems are getting smaller and smaller, which may not be prefered by users.",7,
21,Lacking workflow overviews or system demonstration,17,N,Y,"[comment] It is important. Without clear introductions to the connections between views, it is hard to understand how the whole system work.",3,
22,Uncertainty/stability/sensibility,17,N,Y,,1,related to discussion
23,Scalability,17,Y,Y,[comment] It is important for both algorithm designs and visualization designs.,1,related to discussion
24,Generalizability,17,Y,Y,[comment] How can researchers from other domains learn from this work. It is challenging.,1,related to discussion
25,Usability,17,N,Y,[comment] Related to interaction designs. The video is not provided. The demo is buggy.,4,related to discussion
26,Evaluations are incomplete and insufficient,17,Y,Y,"[comment] If you make the claim (e.g., of the algorithm efficiency), then you have to evaluate it.
[comment] Case study presentation: key points should be highlighted.",1,
27,Unclear evaluation methods and protocols,17,Y,Y,,1,
28,Lacking realism,17,N,Y,[comment] Domain experts only occur in the beginning of the paper. This is problematic.,5,
29,Lacking comparison with baseline approaches,17,N,Y,"[comment] It is not very related to VA systems. Customization is generally required.
[comment] Systems are complex. It is very challenging to find a fair baseline supporting all same features as our system. 
[comment] A baseline helps readers make sense of the difference of efficiency levels.",1,
30,Lacking quantitative evaluation and feedback,17,N,N,"[comment] Time cost, accuracy
[comment] The quantification of the ""improvements"" does not agree with ""how well the problem is solved."" ",2,
31,Analytical insights are suspicious or not new,17,N,Y,,5,
32,Unclear interpretation of expert feedback,17,N,N,[comment] It is fine not making in-depth discussion.,6,
33,Insufficient discussions on limitations and implications,17,Y,Y,,2,
34,Various presentation issues,17,Y,Y,,1,
35,Ethics,17,N,N,,1,Ethics issues are not clear. It can be understood as a copycat.
36,Open-source,17,N,Y,"[comment] VA systems are not required to be open-sourced.
[comment] VA papers are demos. Deployment is not required.",1,
